XML NAACCR ID,Item #,Item Name,Length,PARENT XML ELEMENT,Section,Format,Allowable Values,Note
secondaryDiagnosis4,3786,Secondary Diagnosis 4,7,Tumor,Stage/Prognostic Factors,"Left justified, starting with a character, there will be a presumed decimal point between the third and fourth characters in the reported value ","A00.0 - B99.9, E00.0 - E89.89, G00.0 - P96.9, R00.0 - S99.929, T36.0 - T50.996, Y62.0 - Y84.9, Z14.0 - Z22.9, Z68.1 - Z68.54, Z80.0 - Z80.9, Z85.0 - Z86.03, Z86.1 - Z99.89",
secondaryDiagnosis5,3788,Secondary Diagnosis 5,7,Tumor,Stage/Prognostic Factors,"Left justified, starting with a character, there will be a presumed decimal point between the third and fourth characters in the reported value ","A00.0 - B99.9, E00.0 - E89.89, G00.0 - P96.9, R00.0 - S99.929, T36.0 - T50.996, Y62.0 - Y84.9, Z14.0 - Z22.9, Z68.1 - Z68.54, Z80.0 - Z80.9, Z85.0 - Z86.03, Z86.1 - Z99.89",
secondaryDiagnosis6,3790,Secondary Diagnosis 6,7,Tumor,Stage/Prognostic Factors,"Left justified, starting with a character, there will be a presumed decimal point between the third and fourth characters in the reported value ","A00.0 - B99.9, E00.0 - E89.89, G00.0 - P96.9, R00.0 - S99.929, T36.0 - T50.996, Y62.0 - Y84.9, Z14.0 - Z22.9, Z68.1 - Z68.54, Z80.0 - Z80.9, Z85.0 - Z86.03, Z86.1 - Z99.89",
secondaryDiagnosis7,3792,Secondary Diagnosis 7,7,Tumor,Stage/Prognostic Factors,"Left justified, starting with a character, there will be a presumed decimal point between the third and fourth characters in the reported value ","A00.0 - B99.9, E00.0 - E89.89, G00.0 - P96.9, R00.0 - S99.929, T36.0 - T50.996, Y62.0 - Y84.9, Z14.0 - Z22.9, Z68.1 - Z68.54, Z80.0 - Z80.9, Z85.0 - Z86.03, Z86.1 - Z99.89",
secondaryDiagnosis8,3794,Secondary Diagnosis 8,7,Tumor,Stage/Prognostic Factors,"Left justified, starting with a character, there will be a presumed decimal point between the third and fourth characters in the reported value ","A00.0 - B99.9, E00.0 - E89.89, G00.0 - P96.9, R00.0 - S99.929, T36.0 - T50.996, Y62.0 - Y84.9, Z14.0 - Z22.9, Z68.1 - Z68.54, Z80.0 - Z80.9, Z85.0 - Z86.03, Z86.1 - Z99.89",
secondaryDiagnosis9,3796,Secondary Diagnosis 9,7,Tumor,Stage/Prognostic Factors,"Left justified, starting with a character, there will be a presumed decimal point between the third and fourth characters in the reported value ","A00.0 - B99.9, E00.0 - E89.89, G00.0 - P96.9, R00.0 - S99.929, T36.0 - T50.996, Y62.0 - Y84.9, Z14.0 - Z22.9, Z68.1 - Z68.54, Z80.0 - Z80.9, Z85.0 - Z86.03, Z86.1 - Z99.89",
secondaryDiagnosis10,3798,Secondary Diagnosis 10,7,Tumor,Stage/Prognostic Factors,"Left justified, starting with a character, there will be a presumed decimal point between the third and fourth characters in the reported value ","A00.0 - B99.9, E00.0 - E89.89, G00.0 - P96.9, R00.0 - S99.929, T36.0 - T50.996, Y62.0 - Y84.9, Z14.0 - Z22.9, Z68.1 - Z68.54, Z80.0 - Z80.9, Z85.0 - Z86.03, Z86.1 - Z99.89",
schemaId,3800,Schema ID,5,Tumor,Stage/Prognostic Factors,,See the NAACCR Site-Specific Data Item webpage for codes,
chromosome1pLossHeterozygosity,3801,Chromosome 1p: Loss of Heterozygosity (LOH),1,Tumor,Stage/Prognostic Factors,,"0, 1, 6-9",
chromosome19qLossHeterozygosity,3802,Chromosome 19q: Loss of Heterozygosity (LOH),1,Tumor,Stage/Prognostic Factors,,"0, 1, 6-9",
adenoidCysticBasaloidPattern,3803,Adenoid Cystic Basaloid Pattern,5,Tumor,Stage/Prognostic Factors,Right justified,"0.0-100.0, XXX.5, XXX.8, XXX.9",
adenopathy,3804,Adenopathy,1,Tumor,Stage/Prognostic Factors,,"0, 1, 5, 9",
afpPostOrchiectomyLabValue,3805,AFP Post-Orchiectomy Lab Value,7,Tumor,Stage/Prognostic Factors,Right justified,"0.0, 0.1-99999.9, XXXXX.1, XXXXX.7, XXXXX.8, XXXXX.9",
afpPostOrchiectomyRange,3806,AFP Post-Orchiectomy Range,1,Tumor,Stage/Prognostic Factors,,"0-5, 7-9",
afpPreOrchiectomyLabValue,3807,AFP Pre-Orchiectomy Lab Value,7,Tumor,Stage/Prognostic Factors,Right justified,"0.0, 0.1-99999.9, XXXXX.1, XXXXX.7, XXXXX.8, XXXXX.9",
afpPreOrchiectomyRange,3808,AFP Pre-Orchiectomy Range,1,Tumor,Stage/Prognostic Factors,,"0-4, 7-9",
afpPretreatmentInterpretation,3809,AFP Pretreatment Interpretation,1,Tumor,Stage/Prognostic Factors,,"0-2, 7-9",
afpPretreatmentLabValue,3810,AFP Pretreatment Lab Value,6,Tumor,Stage/Prognostic Factors,Right justified,"0.0, 0.1-9999.9, XXXX.1, XXXX.2, XXXX.8, XXXX.9",
anemia,3811,Anemia,1,Tumor,Stage/Prognostic Factors,,"0, 1, 5, 6, 7, 9",
bSymptoms,3812,B symptoms,1,Tumor,Stage/Prognostic Factors,,"0, 1, 8, 9",
bilirubinPretxTotalLabValue,3813,Bilirubin Pretreatment Total Lab Value,5,Tumor,Stage/Prognostic Factors,Right justified,"0.0, 0.1-999.9, XXX.1, XXX.7, XXX.8, XXX.9",
bilirubinPretxUnitOfMeasure,3814,Bilirubin Pretreatment Unit of Measure,1,Tumor,Stage/Prognostic Factors,,"1, 2, 7-9",
boneInvasion,3815,Bone Invasion,1,Tumor,Stage/Prognostic Factors,,"0, 1, 8, 9",
brainMolecularMarkers,3816,Brain Molecular Markers,2,Tumor,Stage/Prognostic Factors,,"01-09, 85-88, 99",
breslowTumorThickness,3817,Breslow Tumor Thickness ,4,Tumor,Stage/Prognostic Factors,Right justified,"0.0, 0.1-99.9, XX.1, A.01-A9.9, AX.0, XX.8, XX.9",
ca125PretreatmentInterpretation,3818,CA-125 Pretreatment Interpretation,1,Tumor,Stage/Prognostic Factors,,"0-2, 7-9",
ceaPretreatmentInterpretation,3819,CEA Pretreatment Interpretation,1,Tumor,Stage/Prognostic Factors,,"0-3, 7-9",
ceaPretreatmentLabValue,3820,CEA Pretreatment Lab Value,6,Tumor,Stage/Prognostic Factors,Right justified,"0.0, 0.1-9999.9, XXXX.1, XXXX.7, XXXX.8, XXXX.9",
chromosome3Status,3821,Chromosome 3 Status,1,Tumor,Stage/Prognostic Factors,,"0-3, 7-9",
chromosome8qStatus,3822,Chromosome 8q Status,1,Tumor,Stage/Prognostic Factors,,"0, 1, 7-9",
circumferentialResectionMargin,3823,Circumferential Resection Margin (CRM),4,Tumor,Stage/Prognostic Factors,Right justified,"0.0, 0.1-99.9, XX.1, XX.2, XX.3, XX.4, XX.5, XX.6, XX.7, XX.8, XX.9",
creatininePretreatmentLabValue,3824,Creatinine Pretreatment Lab Value,4,Tumor,Stage/Prognostic Factors,Right justified,"00, 0.1-99.9, XX.1, XX.7, XX.8, XX.9",
creatininePretxUnitOfMeasure,3825,Creatinine Pretreatment Unit of Measure,1,Tumor,Stage/Prognostic Factors,,"1, 2, 7-9",
estrogenReceptorPercntPosOrRange,3826,Estrogen Receptor Percent Positive or Range ,3,Tumor,Stage/Prognostic Factors,,"000-100, R10, R20, R30, R40, R50, R60, R70, R80, R90, R99, XX7, XX8, XX9",
estrogenReceptorSummary,3827,Estrogen Receptor Summary,1,Tumor,Stage/Prognostic Factors,,"0, 1, 7, 9",
estrogenReceptorTotalAllredScore,3828,Estrogen Receptor Total Allred Score ,2,Tumor,Stage/Prognostic Factors,,"00-08, X8, X9",
esophagusAndEgjTumorEpicenter,3829,Esophagus and EGJ Tumor Epicenter,1,Tumor,Stage/Prognostic Factors,,"0-2, 9",
extranodalExtensionClin,3830,Extranodal Extension Clin (non-Head and Neck),1,Tumor,Stage/Prognostic Factors,,"0-2, 4, 7-9",
extranodalExtensionHeadNeckClin,3831,Extranodal Extension Head and Neck Clinical,1,Tumor,Stage/Prognostic Factors,,"0-2, 4, 7-9",
extranodalExtensionHeadNeckPath,3832,Extranodal Extension Head and Neck Pathological,3,Tumor,Stage/Prognostic Factors,,"0.0, 0.1-9.9, X.1, X.2, X.3, X.4, X.7, X.8, X.9",
extranodalExtensionPath,3833,Extranodal Extension Path (non-Head and Neck),1,Tumor,Stage/Prognostic Factors,,"0, 1, 7-9",
extravascularMatrixPatterns,3834,Extravascular Matrix Patterns ,1,Tumor,Stage/Prognostic Factors,,"0, 1, 8, 9",
fibrosisScore,3835,Fibrosis Score,1,Tumor,Stage/Prognostic Factors,,"0, 1, 7-9",
figoStage,3836,FIGO Stage,5,Tumor,Stage/Prognostic Factors,Left justified,Valid alphanumeric codes for FIGO stages; 97-99,
gestationalTrophoblasticPxIndex,3837,Gestational Trophoblastic Prognostic Scoring Index,2,Tumor,Stage/Prognostic Factors,,"00-25, X9",
gleasonPatternsClinical,3838,Gleason Patterns Clinical,2,Tumor,Stage/Prognostic Factors,,"11-15, 19, 21-25, 29, 31-35, 39, 41-45, 49, 51-55, 59, X6, X7, X8, X9 ",
gleasonPatternsPathological,3839,Gleason Patterns Pathological,2,Tumor,Stage/Prognostic Factors,,"11-15, 19, 21-25, 29, 31-35, 39, 41-45, 49, 51-55, 59, X6, X7, X8, X9 ",
gleasonScoreClinical,3840,Gleason Score Clinical,2,Tumor,Stage/Prognostic Factors,,"02-10, X7, X8, X9",
gleasonScorePathological,3841,Gleason Score Pathological,2,Tumor,Stage/Prognostic Factors,,"02-10, X7, X8, X9",
gleasonTertiaryPattern,3842,Gleason Tertiary Pattern,2,Tumor,Stage/Prognostic Factors,,"10, 20, 30, 40, 50, X7, X8, X9 ",
gradeClinical,3843,Grade Clinical,1,Tumor,Stage/Prognostic Factors,,"1-5, 8, 9, A, B, C, D, E, L, H, M, S",
gradePathological,3844,Grade Pathological,1,Tumor,Stage/Prognostic Factors,,"1-5, 8, 9, A, B, C, D, E, L, H, M, S",
gradePostTherapy,3845,Grade Post Therapy Path (yp),1,Tumor,Stage/Prognostic Factors,,"1-5, 8, 9, A, B, C, D, E, L, H, M, S, Blank",
hcgPostOrchiectomyLabValue,3846,hCG Post-Orchiectomy Lab Value,7,Tumor,Stage/Prognostic Factors,Right justified,"0.0, 0.1-99999.9, XXXXX.1, XXXXX.7, XXXXX.8, XXXXX.9",
hcgPostOrchiectomyRange,3847,hCG Post-Orchiectomy Range,1,Tumor,Stage/Prognostic Factors,,"0-5, 7-9",
hcgPreOrchiectomyLabValue,3848,hCG Pre-Orchiectomy Lab Value,7,Tumor,Stage/Prognostic Factors,Right justified,"0.0, 0.1-99999.9, XXXXX.1, XXXXX.8, XXXXX.9",
hcgPreOrchiectomyRange,3849,hCG Pre-Orchiectomy Range,1,Tumor,Stage/Prognostic Factors,,"0-4, 7-9",
her2IhcSummary,3850,HER2 IHC Summary ,1,Tumor,Stage/Prognostic Factors,,"0-4, 7-9",
her2IshDualProbeCopyNumber,3851,HER2 ISH Dual Probe Copy Number,4,Tumor,Stage/Prognostic Factors,Right justified,"0.0-99.9, XX.1, XX.7, XX.8, XX.9",
her2IshDualProbeRatio,3852,HER2 ISH Dual Probe Ratio,4,Tumor,Stage/Prognostic Factors,Right justified,"0.0-99.9, XX.2, XX.3, XX.7, XX.8, XX.9",
her2IshSingleProbeCopyNumber,3853,HER2 ISH Single Probe Copy Number,4,Tumor,Stage/Prognostic Factors,Right justified,"0.0-99.9, XX.1, XX.7, XX.8, XX.9",
her2IshSummary,3854,HER2 ISH Summary,1,Tumor,Stage/Prognostic Factors,,"0, 2, 3, 7-9",
her2OverallSummary,3855,HER2 Overall Summary ,1,Tumor,Stage/Prognostic Factors,,"0, 1, 7, 8, 9",
heritableTrait,3856,Heritable Trait,1,Tumor,Stage/Prognostic Factors,,"0, 1, 7, 9",
highRiskCytogenetics,3857,High Risk Cytogenetics,1,Tumor,Stage/Prognostic Factors,,"0, 1, 5, 7, 9",
highRiskHistologicFeatures,3858,High Risk Histologic Features,1,Tumor,Stage/Prognostic Factors,,"0-6, 8, 9",
hivStatus,3859,HIV Status,1,Tumor,Stage/Prognostic Factors,,"0, 1, 7-9",
iNRProthrombinTime,3860,International Normalized Ratio Prothrombin Time,3,Tumor,Stage/Prognostic Factors,,"0.0-9.9, X.1, X.7, X.8, X.9",
ipsilateralAdrenalGlandInvolve,3861,Ipsilateral Adrenal Gland Involvement,1,Tumor,Stage/Prognostic Factors,,"0-4, 8, 9",
jak2,3862,JAK2,1,Tumor,Stage/Prognostic Factors,,"0-5, 7-9",
ki67,3863,Ki-67,5,Tumor,Stage/Prognostic Factors,Right justified,"0.0-100.0, XXX.4, XXX.5, XXX.6, XXX.7, XXX.8, XXX.9",
invasionBeyondCapsule,3864,Invasion Beyond Capsule,1,Tumor,Stage/Prognostic Factors,,"0-5, 8, 9",
kitGeneImmunohistochemistry,3865,KIT Gene Immunohistochemistry ,1,Tumor,Stage/Prognostic Factors,,"0, 1, 7-9",
kras,3866,KRAS,1,Tumor,Stage/Prognostic Factors,,"0-4, 7-9",
ldhPostOrchiectomyRange,3867,LDH Post-Orchiectomy Range,1,Tumor,Stage/Prognostic Factors,,"0-5, 7-9",
ldhPreOrchiectomyRange,3868,LDH Pre-Orchiectomy Range,1,Tumor,Stage/Prognostic Factors,,"0-4, 7-9",
ldhPretreatmentLevel,3869,LDH Level,1,Tumor,Stage/Prognostic Factors,,"0, 1, 5, 7, 9",
ldhUpperLimitsOfNormal,3870,LDH Upper Limits of Normal,3,Tumor,Stage/Prognostic Factors,,"001-999, XX8, XX9",
lnAssessMethodFemoralInguinal,3871,LN Assessment Method Femoral-Inguinal,1,Tumor,Stage/Prognostic Factors,,"0-2, 7-9",
lnAssessMethodParaaortic,3872,LN Assessment Method Para-Aortic,1,Tumor,Stage/Prognostic Factors,,"0-2, 7-9",
lnAssessMethodPelvic,3873,LN Assessment Method Pelvic,1,Tumor,Stage/Prognostic Factors,,"0-2, 7-9",
lnDistantAssessMethod,3874,LN Distant Assessment Method,1,Tumor,Stage/Prognostic Factors,,"0-2, 7-9",
lnDistantMediastinalScalene,3875,"LN Distant: Mediastinal, Scalene",1,Tumor,Stage/Prognostic Factors,,"0-3, 8, 9",
lnHeadAndNeckLevels1To3,3876,LN Head and Neck Levels I-III,1,Tumor,Stage/Prognostic Factors,,0-9,
lnHeadAndNeckLevels4To5,3877,LN Head and Neck Levels IV-V,1,Tumor,Stage/Prognostic Factors,,"0-3, 8, 9",
lnHeadAndNeckLevels6To7,3878,LN Head and Neck Levels VI-VII,1,Tumor,Stage/Prognostic Factors,,"0-3, 8, 9",
lnHeadAndNeckOther,3879,LN Head and Neck Other,1,Tumor,Stage/Prognostic Factors,,0-9,
lnIsolatedTumorCells,3880,LN Isolated Tumor Cells (ITC),1,Tumor,Stage/Prognostic Factors,,"0, 1, 8, 9",
lnLaterality,3881,LN Laterality,1,Tumor,Stage/Prognostic Factors,,"0-3, 8, 9",
lnPositiveAxillaryLevel1To2,3882,LN Positive Axillary Level I-II,2,Tumor,Stage/Prognostic Factors,,"00-99, X1, X5, X6, X8, X9",
lnSize,3883,LN Size,4,Tumor,Stage/Prognostic Factors,Right justified,"0.0, 0.1-99.9, XX.1, XX.2, XX.3, XX.4, XX.5, XX.6, XX.7, XX.8, XX.9",
lnStatusFemorInguinParaaortPelv,3884,"LN Status Femoral-Inguinal, Para-Aortic, Pelvic",1,Tumor,Stage/Prognostic Factors,,0-9,
lymphocytosis,3885,Lymphocytosis,1,Tumor,Stage/Prognostic Factors,,"0, 1, 5, 6, 7, 9",
majorVeinInvolvement,3886,Major Vein Involvement,1,Tumor,Stage/Prognostic Factors,,"0-4, 8, 9",
measuredBasalDiameter,3887,Measured Basal Diameter,4,Tumor,Stage/Prognostic Factors,Right justified,"0.0-99.9, XX.0, XX.1, XX.2, XX.3, XX.4, XX.5, XX.6, XX.8, XX.9",
measuredThickness,3888,Measured Thickness,4,Tumor,Stage/Prognostic Factors,Right justified,"0.0-99.9, XX.0, XX.1, XX.2, XX.3, XX.4, XX.5, XX.6, XX.8, XX.9",
methylationOfO6MGMT,3889,Methylation of O6-Methylguanine-Methyltransferase,1,Tumor,Stage/Prognostic Factors,,"0-3, 6-9",
microsatelliteInstability,3890,Microsatellite Instability (MSI),1,Tumor,Stage/Prognostic Factors,,"0-2, 8, 9",
microvascularDensity,3891,Microvascular Density ,2,Tumor,Stage/Prognostic Factors,,"00-99, X1, X2, X3, X4, X5, X7, X8, X9",
mitoticCountUvealMelanoma,3892,Mitotic Count Uveal Melanoma,4,Tumor,Stage/Prognostic Factors,Right justified,"0.0, 0.1-99.9, XX.1, XX.2, XX.3, XX.4, XX.7, XX.8, XX.9",
mitoticRateMelanoma,3893,Mitotic Rate Melanoma,2,Tumor,Stage/Prognostic Factors,,"00-99, X1, X2, X3, X4, X7, X8, X9",
multigeneSignatureMethod,3894,Multigene Signature Method,1,Tumor,Stage/Prognostic Factors,,1-9,
multigeneSignatureResults,3895,Multigene Signature Results,2,Tumor,Stage/Prognostic Factors,,"00-99, X1, X2, X3, X4, X7, X8, X9",
nccnInternationalPrognosticIndex,3896,NCCN International Prognostic Index (IPI),2,Tumor,Stage/Prognostic Factors,,"00-08, X1, X2, X3, X4, X8, X9",
numberOfCoresExamined,3897,Number of Cores Examined,2,Tumor,Stage/Prognostic Factors,,"01-99, X1, X6, X7, X8, X9",
numberOfCoresPositive,3898,Number of Cores Positive,2,Tumor,Stage/Prognostic Factors,,"00, 01-99, X1, X6, X7, X8, X9",
numberOfExaminedParaAorticNodes,3899,Number of Examined Para-Aortic Nodes,2,Tumor,Stage/Prognostic Factors,,"00, 01-99, X1, X2, X6, X8, X9",
numberOfExaminedPelvicNodes,3900,Number of Examined Pelvic Nodes,2,Tumor,Stage/Prognostic Factors,,"00, 01-99, X1, X2, X6, X8, X9",
numberOfPositiveParaAorticNodes,3901,Number of Positive Para-Aortic Nodes,2,Tumor,Stage/Prognostic Factors,,"00, 01-99, X1, X2, X6, X8, X9",
numberOfPositivePelvicNodes,3902,Number of Positive Pelvic Nodes,2,Tumor,Stage/Prognostic Factors,,"00, 01-99, X1, X2, X6, X8, X9",
oncotypeDxRecurrenceScoreDcis,3903,Oncotype Dx Recurrence Score-DCIS,3,Tumor,Stage/Prognostic Factors,"Right justified, zero-filled","0-100, XX6, XX7, XX8, XX9",
oncotypeDxRecurrenceScoreInvasiv,3904,Oncotype Dx Recurrence Score-Invasive,3,Tumor,Stage/Prognostic Factors,"Right justified, zero-filled","0-100, XX4, XX5, XX6, XX7, XX9",
oncotypeDxRiskLevelDcis,3905,Oncotype Dx Risk Level-DCIS,1,Tumor,Stage/Prognostic Factors,,"0-2, 6-9",
oncotypeDxRiskLevelInvasive,3906,Oncotype Dx Risk Level-Invasive,1,Tumor,Stage/Prognostic Factors,,"0-2, 6-9",
organomegaly,3907,Organomegaly,1,Tumor,Stage/Prognostic Factors,,"0, 1, 5, 9",
percentNecrosisPostNeoadjuvant,3908,Percent Necrosis Post Neoadjuvant,5,Tumor,Stage/Prognostic Factors,Right justified,"0.0, 0.1-100.0, XXX.2, XXX.8, XXX.9",
perineuralInvasion,3909,Perineural Invasion,1,Tumor,Stage/Prognostic Factors,,"0, 1, 8, 9",
peripheralBloodInvolvement,3910,Peripheral Blood Involvement,1,Tumor,Stage/Prognostic Factors,,"0-7, 9",
peritonealCytology,3911,Peritoneal Cytology,1,Tumor,Stage/Prognostic Factors,,"0-3, 7-9",
pleuralEffusion,3913,Pleural Effusion,1,Tumor,Stage/Prognostic Factors,,"0-4, 8, 9",
progesteroneRecepPrcntPosOrRange,3914,Progesterone Receptor Percent Positive or Range,3,Tumor,Stage/Prognostic Factors,,"000, 001-100, R10, R20, R30, R40, R50, R60, R70, R80, R90, R99, XX7, XX8, XX9",
progesteroneRecepSummary,3915,Progesterone Receptor Summary,1,Tumor,Stage/Prognostic Factors,,"0, 1, 7, 9",
progesteroneRecepTotalAllredScor,3916,Progesterone Receptor Total Allred Score,2,Tumor,Stage/Prognostic Factors,,"00-08, X8, X9",
primarySclerosingCholangitis,3917,Primary Sclerosing Cholangitis ,1,Tumor,Stage/Prognostic Factors,,"0, 1, 8, 9",
profoundImmuneSuppression,3918,Profound Immune Suppression,1,Tumor,Stage/Prognostic Factors,,"0-6, 8, 9",
prostatePathologicalExtension,3919,EOD Prostate Pathologic Extension,3,Tumor,Stage/Prognostic Factors,,000-999,
psaLabValue,3920,PSA (Prostatic Specific Antigen) Lab Value,5,Tumor,Stage/Prognostic Factors,Right justified,"0.1, 0.2-999.9, XXX.1, XXX.2, XXX.3, XXX.7, XXX.9",
residualTumVolPostCytoreduction,3921,Residual Tumor Volume Post Cytoreduction ,2,Tumor,Stage/Prognostic Factors,,"00, 50, 60, 70, 80, 97-99",
responseToNeoadjuvantTherapy,3922,Response to Neoadjuvant Therapy,1,Tumor,Stage/Prognostic Factors,,"0-4, 8, 9",
sCategoryClinical,3923,S Category Clinical,1,Tumor,Stage/Prognostic Factors,,"0-3, 9",
sCategoryPathological,3924,S Category Pathological,1,Tumor,Stage/Prognostic Factors,,"0-3, 5, 9",
sarcomatoidFeatures,3925,Sarcomatoid Features,3,Tumor,Stage/Prognostic Factors,,"000, 001-100, R01, R02, R03, R04, R05, XX5, XX6, XX7, XX8, XX9",
schemaDiscriminator1,3926,Schema Discriminator 1,1,Tumor,Stage/Prognostic Factors,,,
schemaDiscriminator2,3927,Schema Discriminator 2,1,Tumor,Stage/Prognostic Factors,,,
schemaDiscriminator3,3928,Schema Discriminator 3,1,Tumor,Stage/Prognostic Factors,,,
separateTumorNodules,3929,Separate Tumor Nodules,1,Tumor,Stage/Prognostic Factors,,"0-4, 7-9",
serumAlbuminPretreatmentLevel,3930,Serum Albumin Pretreatment Level,1,Tumor,Stage/Prognostic Factors,,"0, 1, 5, 7, 9",
serumBeta2MicroglobulinPretxLvl,3931,Serum Beta-2 Microglobulin Pretreatment Level,1,Tumor,Stage/Prognostic Factors,,"0-2, 5, 7, 9",
ldhPretreatmentLabValue,3932,LDH Lab Value,7,Tumor,Stage/Prognostic Factors,Right justified,"0.0, 0.1-99999.9, XXXXX.1, XXXXX.7, XXXXX.8, XXXXX.9",
thrombocytopenia,3933,Thrombocytopenia,1,Tumor,Stage/Prognostic Factors,,"0, 1, 5, 6, 7, 9",
tumorDeposits,3934,Tumor Deposits,2,Tumor,Stage/Prognostic Factors,,"00, 01-99, X1, X2, X8, X9",
tumorGrowthPattern,3935,Tumor Growth Pattern,1,Tumor,Stage/Prognostic Factors,,"1-3, 8, 9",
ulceration,3936,Ulceration,1,Tumor,Stage/Prognostic Factors,,"0, 1, 8, 9",
visceralParietalPleuralInvasion,3937,Visceral and Parietal Pleural Invasion,1,Tumor,Stage/Prognostic Factors,,"0, 4-6, 8, 9",
alkRearrangement,3938,ALK Rearrangement,1,Tumor,Stage/Prognostic Factors,,"0-2, 4, 7-9, Blank",
egfrMutationalAnalysis,3939,EGFR Mutational Analysis,1,Tumor,Stage/Prognostic Factors,,"0-2, 4, 7-9, Blank",
brafMutationalAnalysis,3940,BRAF Mutational Analysis,1,Tumor,Stage/Prognostic Factors,,"0-2, 4, 7-9, Blank",
nrasMutationalAnalysis,3941,NRAS Mutational Analysis,1,Tumor,Stage/Prognostic Factors,,"0-2, 4, 7-9",
ca199PretxLabValue,3942,CA 19-9 PreTX Lab Value,6,Tumor,Stage/Prognostic Factors,Right justified,"0.0, 0.1-999.9, XXXX.1, XXXX.2, XXXX.3, XXXX.7, XXXX.8, XXXX.9, Blank",
ncdbSarsCov2Test,3943,NCDB--SARSCoV2--Test,1,Patient,Special Use,numeric,"0, 1, 9",
ncdbSarsCov2Pos,3944,NCDB--SARSCoV2--Pos,1,Patient,Special Use,numeric,"0, 1, 9",
ncdbSarsCov2PosDate,3945,NCDB--SARSCoV2--Pos Date,8,Patient,Special Use,YYYYMMDD,"Valid dates, Blank",
ncdbCovid19TxImpact,3946,NCDB--COVID19--Tx Impact,1,Tumor,Special Use,numeric,"1-5, 9",
macroscopicEvalOfTheMesorectum,3950,Macroscopic Evaluation of Mesorectum,2,Tumor,Stage/Prognostic Factors,,"00, 10, 20, 30, 40, 99, Blank ",
derivedRaiStage,3955,Derived Rai Stage,1,Tumor,Stage/Prognostic Factors,,"0-4, 8, 9",
p16,3956,p16,1,Tumor,Stage/Prognostic Factors,,"0, 1, 8, 9, blank",
lnStatusPelvic,3957,LN Status Pelvic,1,Tumor,Stage/Prognostic Factors,,"0, 1, 8, 9",
lnStatusParaAortic,3958,LN Status Para-Aortic,1,Tumor,Stage/Prognostic Factors,,"0, 1, 8, 9",
lnStatusFemoralInguinal,3959,LN Status Femoral-Inguinal,1,Tumor,Stage/Prognostic Factors,,"0, 1, 8, 9",
histologicSubtype,3960,Histologic Subtype,1,Tumor,Stage/Prognostic Factors,Numeric,"0, 1, 2, 3, 7",New
clinicalMarginWidth,3961,Clinical Margin Width,4,Tumor,Stage/Prognostic Factors,,"0.1, 0.2-9.9, XX.1, XX.8",New
pathReportingFacId1,7010,Path Reporting Fac ID 1,25,Tumor,Pathology,"Left justified, alphanumeric",,
pathReportingFacId2,7011,Path Reporting Fac ID 2,25,Tumor,Pathology,"Left justified, alphanumeric",,
pathReportingFacId3,7012,Path Reporting Fac ID 3,25,Tumor,Pathology,"Left justified, alphanumeric",,
pathReportingFacId4,7013,Path Reporting Fac ID 4,25,Tumor,Pathology,"Left justified, alphanumeric",,
pathReportingFacId5,7014,Path Reporting Fac ID 5,25,Tumor,Pathology,"Left justified, alphanumeric",,
pathReportNumber1,7090,Path Report Number 1,20,Tumor,Pathology,"Left justified, alphanumeric",,
pathReportNumber2,7091,Path Report Number 2,20,Tumor,Pathology,"Left justified, alphanumeric",,
pathReportNumber3,7092,Path Report Number 3,20,Tumor,Pathology,"Left justified, alphanumeric",,
pathReportNumber4,7093,Path Report Number 4,20,Tumor,Pathology,"Left justified, alphanumeric",,
pathReportNumber5,7094,Path Report Number 5,20,Tumor,Pathology,"Left justified, alphanumeric",,
pathOrderPhysLicNo1,7100,Path Order Phys Lic No 1,20,Tumor,Pathology,"Left justified, alphanumeric, no embedded blanks",,
pathOrderPhysLicNo2,7101,Path Order Phys Lic No 2,20,Tumor,Pathology,"Left justified, alphanumeric, no embedded blanks",,
pathOrderPhysLicNo3,7102,Path Order Phys Lic No 3,20,Tumor,Pathology,"Left justified, alphanumeric, no embedded blanks",,
pathOrderPhysLicNo4,7103,Path Order Phys Lic No 4,20,Tumor,Pathology,"left justified, alphanumeric, no embedded blanks",,
pathOrderPhysLicNo5,7104,Path Order Phys Lic No 5,20,Tumor,Pathology,"left justified, alphanumeric, no embedded blanks",,
pathOrderingFacNo1,7190,Path Ordering Fac No 1,25,Tumor,Pathology,"Left justified, alphanumeric",blank,
pathOrderingFacNo2,7191,Path Ordering Fac No 2,25,Tumor,Pathology,"Left justified, alphanumeric",blank,
pathOrderingFacNo3,7192,Path Ordering Fac No 3,25,Tumor,Pathology,"Left justified, alphanumeric",blank,
pathOrderingFacNo4,7193,Path Ordering Fac No 4,25,Tumor,Pathology,"Left justified, alphanumeric",blank,
pathOrderingFacNo5,7194,Path Ordering Fac No 5,25,Tumor,Pathology,"Left justified, alphanumeric",blank,
pathDateSpecCollect1,7320,Path Date Spec Collect 1,14,Tumor,Pathology,YYYYMMDDhhmmss,Valid dates,
pathDateSpecCollect2,7321,Path Date Spec Collect 2,14,Tumor,Pathology,YYYYMMDDhhmmss,Valid dates,
pathDateSpecCollect3,7322,Path Date Spec Collect 3,14,Tumor,Pathology,YYYYMMDDhhmmss,Valid dates,
pathDateSpecCollect4,7323,Path Date Spec Collect 4,14,Tumor,Pathology,YYYYMMDDhhmmss,Valid dates,
